hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,13.49,26.01,0.0,1.27,0.0,0.0,6.04,30.36,0.0,-0.0,-0.0,-0.0,135.5,180.62,6005.54,0.0,0.0,9.88,77.18
1,13.58,25.82,0.0,1.3,0.0,0.0,6.04,31.95,0.0,-0.0,-0.0,-5.05,128.79,148.66,6005.54,0.0,0.0,9.84,73.64
2,13.59,25.98,0.0,1.11,0.0,0.0,6.04,31.95,0.0,-0.0,-0.0,-10.33,122.07,115.03,6008.52,0.0,0.0,9.78,68.34
3,14.04,27.1,0.0,1.12,0.0,0.0,6.04,17.71,0.0,-0.0,-0.0,-0.0,115.36,81.39,6014.61,0.0,9.76,0.0,66.02
4,14.35,28.7,0.0,1.21,0.0,0.0,6.04,23.8,0.0,-0.0,-0.0,-10.55,108.65,62.75,6014.61,0.0,0.0,9.73,63.55
5,13.81,27.86,0.0,1.25,0.0,0.0,6.04,12.39,0.0,-0.0,-0.0,-0.0,101.94,37.69,6020.84,0.0,9.71,0.0,61.35
6,13.71,27.12,0.0,1.21,0.0,0.0,6.04,11.59,0.0,-0.0,-0.0,-0.0,95.22,24.65,6020.84,0.0,0.0,9.69,59.67
7,14.73,28.79,3.04,1.18,0.0,0.0,6.04,6.44,0.0,-0.0,-0.0,-0.0,88.51,12.45,6020.84,0.0,9.69,0.0,60.21
8,16.08,31.81,35.0,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-4.6,-10.55,81.8,5.68,6020.84,6.04,3.68,0.0,62.73
9,15.81,29.96,62.9,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-27.05,-10.55,87.69,9.82,6027.07,0.0,9.76,0.0,66.18
10,14.71,27.38,79.44,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-31.95,-10.55,93.58,34.17,6033.29,6.04,0.0,3.75,69.09
11,14.75,29.22,86.09,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-31.95,-10.55,99.47,62.92,6039.52,0.0,9.82,0.0,71.22
12,15.17,32.97,82.87,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-31.95,-10.55,105.36,91.68,6045.75,6.04,3.8,0.0,73.9
13,15.43,34.18,71.05,1.36,0.0,0.0,0.0,0.0,0.0,-6.2,-30.4,-10.55,111.25,120.44,6051.97,0.0,9.86,0.0,74.86
14,15.69,36.49,50.36,1.25,0.0,0.0,0.0,0.0,0.0,-6.2,-12.08,-10.55,117.14,147.8,6058.2,0.0,9.86,0.0,74.96
15,16.19,42.42,20.5,1.27,0.0,0.0,3.71,0.0,0.0,-0.0,-0.0,-10.55,123.03,158.67,6064.43,2.33,0.0,7.52,73.55
16,16.67,48.81,0.24,1.25,0.0,0.0,3.65,11.42,0.0,-0.0,-0.0,-10.55,118.9,158.67,6070.65,2.39,0.0,7.43,71.49
17,17.03,53.15,0.0,1.33,0.0,0.0,6.04,6.44,0.0,-0.0,-0.0,-10.55,114.85,146.65,6076.88,-0.0,9.84,0.0,73.43
18,17.36,56.38,0.0,1.45,0.0,0.0,6.04,3.91,0.0,-0.0,-0.0,-6.1,108.14,139.88,6083.11,0.0,0.0,9.9,79.03
19,17.67,58.73,0.0,1.82,0.0,0.0,6.04,0.0,0.0,-0.0,-0.0,-0.15,101.42,135.76,6086.71,0.0,0.0,9.96,84.11
20,17.96,60.37,0.0,1.71,0.0,0.0,6.04,0.0,0.0,-0.0,-0.0,-0.92,94.71,135.76,6086.8,-0.0,9.97,0.0,85.16
21,18.15,61.45,0.0,1.5,0.0,0.0,6.04,0.0,0.0,-0.0,-0.0,-4.59,88.0,135.76,6087.34,0.0,0.0,9.94,82.55
22,18.38,62.33,0.0,1.47,0.0,0.0,6.04,0.0,0.0,-0.0,-0.0,-9.14,81.28,135.76,6090.05,0.0,0.0,9.9,79.08
23,18.57,62.75,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-5.1,74.57,135.76,6095.44,0.0,9.89,0.0,77.61
24,18.7,63.22,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-6.5,74.57,135.76,6098.45,0.0,0.0,9.88,76.73
25,18.77,63.53,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-10.39,74.57,135.76,6102.28,0.0,0.0,9.84,73.05
26,18.73,64.27,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-5.38,-0.0,-10.55,74.57,135.76,6108.41,0.0,9.78,0.0,68.16
27,18.71,65.22,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-6.2,-1.52,-10.55,79.69,135.76,6114.64,0.0,0.0,9.77,66.81
28,18.75,67.29,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-6.2,-4.29,-10.55,85.58,137.14,6120.87,6.04,0.0,3.72,66.17
29,18.52,69.37,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-6.2,-6.31,-10.55,91.47,140.99,6127.09,6.04,3.72,0.0,66.04
30,18.13,68.18,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-6.2,-3.87,-10.55,97.36,146.67,6133.32,0.0,9.77,0.0,66.9
31,17.84,65.14,3.16,1.18,0.0,0.0,0.0,0.0,0.0,-6.2,-0.2,-10.55,103.25,150.15,6139.55,0.0,9.81,0.0,70.37
32,16.66,60.75,22.78,1.23,0.0,0.0,0.0,0.0,0.0,-6.2,-9.98,-10.55,109.14,150.33,6145.77,0.0,9.85,0.0,74.68
33,15.18,52.97,36.43,1.33,0.0,0.0,0.0,0.0,0.0,-6.2,-10.48,-10.55,115.03,159.31,6152.0,0.0,9.9,0.0,78.67
34,13.51,47.05,44.43,1.43,0.0,0.0,0.0,0.0,0.0,-6.2,-8.92,-10.55,120.92,168.74,6158.23,0.0,9.92,0.0,80.75
35,11.8,41.86,47.85,1.5,0.0,0.0,0.0,0.0,0.0,-6.2,-4.28,-10.55,126.81,176.77,6164.45,0.0,9.93,0.0,81.99
36,10.37,38.05,47.06,1.58,0.0,0.0,0.0,0.0,0.0,-2.95,-0.0,-10.55,132.7,180.62,6170.68,6.04,0.0,3.91,83.56
37,8.99,34.73,38.76,1.62,0.0,0.0,0.0,0.0,1.46,0.0,0.0,-0.0,135.5,180.62,6176.91,0.0,0.0,9.97,85.55
38,7.95,33.4,22.86,1.46,0.0,0.0,6.04,0.0,14.69,-0.0,-0.0,-0.0,135.5,180.62,6173.67,0.0,9.98,0.0,86.4
39,9.14,37.96,5.96,1.43,0.0,0.0,0.0,-0.0,30.12,-0.0,-0.0,-0.0,128.79,180.62,6141.02,0.0,9.96,0.0,84.61
40,8.96,41.15,0.0,1.59,0.0,0.0,0.0,0.0,30.42,-0.0,-0.0,-0.0,128.79,180.62,6074.1,0.0,9.94,0.0,82.13
41,7.29,36.42,0.0,1.9,0.0,0.0,6.04,0.0,32.62,-0.0,-0.0,-0.0,128.79,180.62,6006.49,0.0,0.0,9.96,84.27
42,6.09,29.74,0.0,2.24,0.0,0.0,6.04,21.93,24.22,-0.0,-0.0,-0.0,122.07,180.62,5933.99,0.0,10.03,0.0,90.26
43,5.27,25.02,0.0,2.49,0.0,0.0,0.0,11.26,50.49,-0.0,-0.0,-0.0,115.36,157.53,5880.18,0.0,10.07,0.0,94.54
44,4.88,21.91,0.0,2.43,0.0,0.0,0.0,0.0,63.77,-0.0,-0.0,-0.0,115.36,145.68,5767.97,0.0,10.06,0.0,92.99
45,5.26,21.25,0.0,2.12,0.0,0.0,6.04,0.0,54.91,-0.0,-0.0,-0.0,115.36,145.68,5626.27,0.0,0.0,10.02,89.58
46,6.29,22.13,0.0,1.93,0.0,0.0,6.04,0.0,49.46,-0.0,-0.0,-0.0,108.65,145.68,5504.25,0.0,0.0,9.98,85.85
47,7.83,24.04,0.0,1.93,0.0,0.0,6.04,21.99,22.42,-0.0,-0.0,-0.0,101.94,145.68,5394.34,0.0,9.96,0.0,84.26
48,9.23,26.44,0.0,1.9,0.0,0.0,6.04,31.95,7.66,-0.0,-0.0,-0.0,95.22,122.53,5344.53,0.0,0.0,9.95,83.23
49,11.11,29.97,0.0,1.79,0.0,0.0,6.04,30.91,0.0,-0.0,-0.0,-0.0,88.51,88.9,5327.51,0.0,0.0,9.91,79.83
50,13.06,35.26,0.0,1.73,0.0,0.0,6.04,18.68,0.0,-0.0,-0.0,-0.0,81.8,56.36,5327.51,0.0,9.86,0.0,74.76
51,14.46,40.64,0.0,1.64,0.0,0.0,0.0,16.3,0.0,-0.0,-0.0,-0.0,75.09,36.7,5327.51,0.0,9.84,0.0,73.04
52,15.24,44.55,0.0,1.49,0.0,0.0,0.0,0.0,10.77,-0.0,-0.0,-0.0,75.09,19.54,5327.51,6.04,3.78,0.0,72.05
53,15.29,46.14,0.0,1.45,0.0,0.0,0.0,9.37,0.0,-0.0,-0.0,-0.0,75.09,19.54,5303.58,0.0,0.0,9.83,72.24
54,15.87,48.07,0.0,1.48,0.0,0.0,0.0,9.19,0.0,-0.0,-0.0,-0.0,75.09,9.68,5303.58,0.0,0.0,9.85,74.62
55,16.51,51.84,2.1,1.53,0.0,0.0,6.04,0.0,1.78,-0.0,-0.0,-0.0,75.09,0.0,5303.58,0.0,9.91,0.0,79.8
56,16.75,54.88,15.41,1.67,0.0,0.0,0.0,0.0,0.0,-5.51,0.0,-0.0,68.37,0.0,5299.63,0.0,9.95,0.0,83.21
57,16.88,58.13,30.1,1.71,0.0,0.0,0.0,0.0,0.0,-6.2,-4.54,-10.55,73.61,0.0,5299.63,0.0,9.97,0.0,85.53
58,17.47,65.19,42.71,1.88,0.0,0.0,0.0,0.0,0.0,-6.2,-24.09,-10.55,79.5,4.09,5305.86,0.0,0.0,9.98,86.4
59,18.11,73.14,48.51,1.99,0.0,0.0,0.0,0.0,0.0,-6.2,-31.95,-10.55,85.39,25.77,5312.09,0.0,9.99,0.0,86.6
60,17.83,77.78,43.31,2.01,0.0,0.0,0.0,0.0,0.0,-6.2,-31.95,-10.55,91.28,54.53,5318.31,0.0,9.99,0.0,87.06
61,17.23,85.17,34.37,2.0,0.0,0.0,0.0,0.0,0.0,-6.2,-31.95,-10.55,97.17,83.28,5324.54,0.0,0.0,10.01,88.8
62,16.97,90.19,23.46,1.85,0.0,0.0,0.0,0.0,0.0,-6.2,-26.47,-10.55,103.06,112.04,5330.77,0.0,10.01,0.0,89.24
63,17.18,93.44,8.16,1.71,0.0,0.0,0.0,0.0,0.0,-6.2,-16.04,-10.55,108.95,135.86,5336.99,0.0,10.0,0.0,87.7
64,17.65,94.74,0.05,1.72,0.0,0.0,0.0,0.0,0.0,-6.2,-12.0,-10.55,114.84,150.3,5343.22,6.04,3.93,0.0,85.39
65,18.13,91.71,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-6.2,-17.81,-0.0,120.73,161.1,5349.45,0.0,10.0,0.0,87.74
66,17.17,85.7,0.0,2.21,0.0,0.0,0.0,0.0,0.0,-6.2,-3.87,-0.66,126.62,177.13,5349.45,0.0,0.0,10.07,94.35
67,15.67,76.27,0.0,2.57,0.0,0.0,3.49,0.0,0.0,-0.0,-0.0,-0.0,132.51,180.62,5349.84,0.0,10.11,0.0,98.0
68,14.67,66.96,0.0,2.56,0.0,0.0,6.04,0.0,5.74,-0.0,-0.0,-0.0,128.63,180.62,5349.84,0.0,10.09,0.0,95.97
69,13.84,57.62,0.0,2.27,0.0,0.0,6.04,0.0,12.45,-0.0,-0.0,-0.0,121.92,180.62,5337.08,0.0,10.05,0.0,92.21
70,12.91,50.81,0.0,2.27,0.0,0.0,6.04,0.0,16.13,-0.0,-0.0,-0.0,115.2,180.62,5309.42,0.0,10.0,0.0,88.16
71,11.92,44.78,0.0,2.14,0.0,0.0,0.0,0.0,27.55,-0.0,-0.0,-0.0,108.49,180.62,5273.58,0.0,0.0,9.98,86.39
72,10.73,40.0,0.0,2.0,0.0,0.0,6.04,0.0,24.91,-0.0,-0.0,-0.0,108.49,180.62,5212.36,0.0,0.0,9.95,83.68
73,9.33,36.19,0.0,1.85,0.0,0.0,0.0,0.0,32.78,-0.0,-0.0,-0.0,101.78,180.62,5157.02,6.04,3.87,0.0,80.16
74,7.63,32.13,0.0,1.72,0.0,0.0,6.04,0.0,27.54,-0.0,-0.0,-0.0,101.78,180.62,5084.16,0.0,9.86,0.0,75.07
75,6.05,27.71,0.0,1.73,0.0,0.0,6.04,0.0,32.21,-0.0,-0.0,-0.0,95.07,180.62,5022.95,0.0,0.0,9.84,73.75
76,5.01,24.47,0.0,1.78,0.0,0.0,6.04,0.0,35.54,-0.0,-0.0,-0.0,88.35,180.62,4951.37,0.0,9.83,0.0,72.84
77,4.15,22.14,0.0,1.86,0.0,0.0,0.0,0.0,44.84,-0.0,-0.0,-0.0,81.64,180.62,4872.39,6.04,0.0,3.79,72.99
78,3.36,20.15,0.0,2.07,0.0,0.0,0.0,0.0,49.55,-0.0,-0.0,-0.0,81.64,180.62,4772.75,6.04,3.82,0.0,75.13
79,2.7,18.53,2.56,2.42,0.0,0.0,0.0,0.0,53.7,-0.0,-0.0,-0.0,81.64,180.62,4662.63,6.04,3.87,0.0,79.9
80,2.34,16.71,15.34,2.75,0.0,0.0,0.0,0.0,46.07,-0.0,-0.0,-0.0,81.64,180.62,4543.31,6.04,0.0,3.91,83.21
