hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,5.15,12.99,0.0,1.27,6.19,0.0,3.1,0.0,0.0,-0.0,-0.0,-0.0,10.34,2.87,0.0,0.0,6.74,0.0,28.69
1,4.13,10.76,0.0,1.3,12.29,0.0,0.0,2.72,0.0,-0.0,-0.0,-0.0,6.9,2.87,0.0,6.21,0.0,0.56,31.21
2,4.07,9.33,0.0,1.11,0.0,6.99,6.21,0.0,0.0,-0.0,-0.0,-0.0,6.9,0.0,0.0,0.0,6.73,0.0,27.7
3,4.66,8.44,0.0,1.12,0.0,13.77,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,6.74,0.0,27.99
4,5.67,8.56,0.0,1.21,0.0,12.72,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,6.21,0.53,0.0,28.16
5,7.33,10.16,0.0,1.25,0.0,9.29,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,6.74,28.02
6,9.37,12.71,0.0,1.21,5.71,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,6.75,29.0
7,11.54,15.53,0.7,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1.17,0.0,0.0,0.0,6.21,0.53,0.0,27.78
8,13.58,18.17,5.6,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,0.69,0.0,0.0,6.77,31.14
9,14.83,19.94,12.12,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,3.46,0.0,0.0,6.84,37.23
10,15.84,23.0,20.77,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,6.22,0.0,6.87,0.0,40.06
11,16.49,26.24,26.96,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,8.99,0.0,6.91,0.0,43.68
12,16.81,28.76,27.58,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,11.75,6.21,0.73,0.0,46.73
13,16.9,30.83,22.77,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,14.52,0.0,0.0,6.92,44.52
14,17.2,32.3,14.11,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,17.28,0.0,0.0,6.84,37.07
15,17.86,36.13,3.18,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,0.0,0.0,20.05,0.0,6.8,0.0,33.46
16,18.31,39.73,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.69,0.0,0.0,22.81,0.0,6.77,0.0,31.38
17,18.57,41.78,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,25.58,0.0,0.0,6.78,32.25
18,18.79,43.23,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,28.34,0.0,0.0,6.8,34.03
19,18.91,44.24,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,31.11,0.0,6.83,0.0,37.01
20,18.99,44.92,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,33.87,0.0,6.87,0.0,40.36
21,19.03,44.63,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,36.64,0.0,0.0,6.84,37.94
22,18.94,44.7,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,39.41,0.0,6.82,0.0,35.63
23,18.65,44.47,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,5.89,0.0,42.17,0.0,6.77,0.0,31.3
24,18.27,43.27,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.69,5.89,0.0,44.94,6.21,0.57,0.0,32.15
25,17.98,41.74,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.69,11.78,0.0,47.7,0.0,6.81,0.0,34.47
26,17.65,40.09,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,17.67,0.0,50.47,0.0,0.0,6.78,31.91
27,17.53,39.14,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.69,17.67,0.0,53.23,0.0,6.77,0.0,31.55
28,17.95,39.97,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.69,17.67,0.0,56.0,6.21,0.56,0.0,31.29
29,18.17,40.71,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.69,23.56,0.0,58.76,0.0,0.0,6.76,30.09
