hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,2.16,6.13,0.0,1.27,0.0,8.45,4.16,3.61,1.91,-0.0,-0.0,-0.0,135.5,32.34,4.25,0.0,4.17,0.0,27.7
1,2.2,6.49,0.0,1.3,10.56,0.0,4.16,1.58,0.0,-0.0,-0.0,-0.0,130.87,28.54,0.0,0.0,4.16,0.0,26.28
2,2.23,6.85,0.0,1.11,0.0,2.97,4.16,7.78,0.0,-0.0,-0.0,-0.0,126.25,26.88,0.0,0.0,0.0,4.14,25.1
3,2.27,7.36,0.0,1.12,0.0,8.89,4.16,0.0,0.0,-0.0,-0.0,-0.0,121.62,18.69,0.0,0.0,4.13,0.0,23.81
4,2.38,8.03,0.0,1.21,0.0,6.77,4.16,0.0,0.0,-0.0,-0.0,-0.0,117.0,18.69,0.0,0.0,4.12,0.0,22.56
5,2.6,8.91,0.0,1.25,0.0,5.48,4.16,0.0,0.0,-0.0,-0.0,-0.0,112.37,18.69,0.0,0.0,0.0,4.11,22.4
6,2.86,9.82,0.0,1.21,0.0,3.58,4.16,3.64,0.0,-0.0,-0.0,-0.0,107.74,18.69,0.0,0.0,4.15,0.0,25.28
7,3.13,10.73,1.03,1.18,0.0,6.74,4.16,0.0,0.0,-0.0,-0.0,-0.0,103.12,14.86,0.0,0.0,4.17,0.0,26.97
8,3.35,11.49,9.21,1.19,1.69,0.0,4.16,0.0,0.0,-0.0,-0.0,-0.0,98.49,14.86,0.0,0.0,0.0,4.21,31.09
9,3.52,11.84,17.3,1.31,0.0,0.0,0.0,0.0,0.0,-2.51,-0.0,-0.0,93.87,14.86,0.0,0.0,0.0,4.21,31.45
10,3.63,11.93,23.14,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-1.64,-0.0,96.25,14.86,0.0,0.0,4.22,0.0,32.24
11,3.66,11.91,26.1,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-3.37,-0.0,102.14,16.33,0.0,0.0,4.24,0.0,33.48
12,3.65,11.67,26.88,1.29,0.0,0.0,0.0,0.0,0.0,-6.07,-0.0,-0.0,108.03,19.36,0.0,4.16,0.12,0.0,37.41
13,3.6,11.08,23.44,1.36,0.0,0.0,0.0,0.0,0.0,-1.8,-0.0,-0.0,113.8,19.36,0.0,0.0,0.0,4.28,37.68
14,3.45,10.22,16.27,1.25,0.0,0.0,2.26,0.0,0.0,-0.0,-0.0,-0.0,115.51,19.36,0.0,1.9,0.0,2.34,33.45
15,3.38,10.16,5.79,1.27,0.0,2.19,4.16,3.58,0.0,-0.0,-0.0,-0.0,113.0,19.36,0.0,0.0,4.2,0.0,30.52
16,3.33,10.89,0.05,1.25,0.0,10.99,4.16,0.0,0.0,-0.0,-0.0,-0.0,108.37,15.6,0.0,0.0,4.21,0.0,30.67
17,3.15,10.8,0.0,1.33,0.0,5.18,4.16,7.78,0.0,-0.0,-0.0,-0.0,103.75,15.6,0.0,0.0,0.0,4.23,32.41
18,2.95,10.64,0.0,1.45,0.0,11.56,4.16,3.54,0.0,-0.0,-0.0,-0.0,99.12,7.4,0.0,0.0,4.25,0.0,34.3
19,2.75,10.28,0.0,1.82,0.0,21.48,4.16,0.0,0.0,-0.0,-0.0,-0.0,94.49,3.68,0.0,0.0,4.31,0.0,40.5
20,2.52,9.44,0.0,1.71,0.0,17.26,4.16,3.49,0.0,-0.0,-0.0,-0.0,89.87,3.68,0.0,0.0,4.29,0.0,38.59
21,2.14,8.82,0.0,1.5,8.65,5.53,4.16,0.0,0.0,-0.0,-0.0,-0.0,85.24,0.0,0.0,0.0,0.0,4.21,30.79
22,1.71,8.01,0.0,1.47,12.86,1.15,4.16,0.0,0.0,-0.0,-0.0,-0.0,80.62,0.0,0.0,0.0,4.19,0.0,29.36
23,1.43,7.26,0.0,1.39,0.0,14.83,4.16,0.0,0.0,-0.0,-0.0,-0.0,75.99,0.0,0.0,0.0,4.19,0.0,29.08
24,1.3,6.5,0.0,1.31,0.0,14.88,4.16,0.0,0.0,-0.0,-0.0,-0.0,71.36,0.0,0.0,0.0,4.18,0.0,28.16
25,1.22,5.77,0.0,1.15,0.0,14.03,4.16,0.0,0.0,-0.0,-0.0,-0.0,66.74,0.0,0.0,0.0,4.16,0.0,26.33
26,1.35,5.58,0.0,1.1,0.0,13.01,4.16,0.0,0.0,-0.0,-0.0,-0.0,62.11,0.0,0.0,0.0,0.0,4.15,25.19
27,1.72,5.68,0.0,1.15,0.0,11.15,4.16,0.0,0.0,-0.0,-0.0,-0.0,57.49,0.0,0.0,0.0,4.13,0.0,23.86
28,2.18,5.96,0.0,1.16,0.0,8.8,4.16,0.0,0.0,-0.0,-0.0,-0.0,52.86,0.0,0.0,0.0,4.11,0.0,22.27
29,2.55,6.32,0.0,1.21,8.51,0.0,4.16,0.0,0.0,-0.0,-0.0,-0.0,48.23,0.0,0.0,0.0,4.12,0.0,22.76
30,2.79,6.43,0.0,1.21,0.0,10.71,4.16,0.0,0.0,-0.0,-0.0,-0.0,43.61,0.0,0.0,0.0,4.15,0.0,25.3
31,2.91,6.57,0.38,1.18,0.0,16.24,0.0,0.0,0.0,-0.0,-0.0,-0.0,38.98,0.0,0.0,0.0,0.0,4.17,27.28
32,2.91,6.58,4.73,1.23,0.0,11.22,4.16,0.0,0.0,-0.0,-0.0,-0.0,38.98,0.0,0.0,0.0,0.0,4.21,30.83
33,2.76,5.8,9.01,1.33,0.0,10.24,4.16,0.0,0.0,-0.0,-0.0,-0.0,34.36,0.0,0.0,0.0,4.23,0.0,33.3
