2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-42.00346313627395,-252.98136402895287,-41.71566772946974,-161.68203127419366,-54.047137352894715,6.264665306954343,42.68067387638298,-93.4242635464281,66.11105161228558,-90.50681449169085,-127.34553766723201,-18.09220217356029,-49.29894277090182,-37.381696077948014,-148.82955423284858,-196.66898380102364,-99.3363731063252,7.962423401943111
-49.029499699027674,-119.62193192063894,80.37884493804816,-53.80972637526384,142.31920809241376,165.26783398732346,32.428877383031065,-37.49915791003956,150.58352399897794,-168.63839541727373,-62.256321926632246,89.02317234885425,6.880053757414871,-149.90201467368553,62.423592710208965,-21.140721770495418,-31.931984589135773,178.660376461254
37.91486833094458,-52.5876823799681,37.02057335425372,-126.57577931051004,-48.3925642778874,-33.53107587935581,-18.606309593571776,11.245752682317711,96.95617076577216,73.53526075579698,43.96367552151788,111.52284446189255,-66.42267828705678,-155.15744638719264,-49.83745257714677,-194.61318708481443,22.931367510336436,77.41643903048364
63.05291700398935,-77.54720567620598,56.64829832644619,-113.83742041322346,-59.718049296687234,-76.39175642183923,106.38765954355975,51.446746502875705,57.15895471115164,27.690766020895907,85.06502200141769,159.51454409997123,-165.40481071901374,-102.30215437278814,-121.86987624242069,-82.25473795791765,-69.707885692896,11.534680522077261
129.60867482372456,-42.774725328757846,12.841644705878888,85.2564797845816,-109.8662847954594,75.90307931851633,53.10311742046536,-46.63460694812166,-64.76703374676401,-69.88495855344465,95.67915931565442,-22.661784674647862,-33.14088363337225,-211.8094091977825,60.00893537234601,48.95480466188236,8.472890871150792,20.684627241344817
-7.104638441781527,-65.11051635343371,-139.58933145582054,121.97561024647072,68.13513463135159,126.38437459191206,39.841044801169105,70.40084843889512,-219.83481200146025,-201.1989928137431,-159.57566302406264,-67.43386672740134,-3.252848057051218,-33.71719984137017,-0.41937072416414956,42.09557973049863,-33.5426318723973,95.03006610578647
21.228731008171202,-102.29249944344818,-3.36984953179894,131.11561727971434,223.64672561814973,22.616476515106115,67.07769254443426,74.13104359408891,63.29644053360309,-179.5866789858068,-127.63599837859627,29.931498741948516,33.91152542056785,44.08959335556577,-27.149993329941005,214.78154299511203,70.02872118295667,144.9983514007573
8.455388485225185,-30.25431762432399,-0.23570199876254372,104.04938105390261,204.10202249497834,-27.888151251469093,-4.77574819856927,16.384645088449094,-90.04153100647602,-21.43639585553939,-65.25364230464858,-169.37403640800375,-79.15238930666915,39.232975790333775,-2.936238594982147,61.32729060434478,74.6624991102542,-90.43163989548853
-99.01347584603258,-16.322227131349514,-21.582295462132144,-29.993279937656474,100.8846118854471,105.01090658161874,-32.98945228984167,46.09157914022518,25.551804086399144,84.18831856906263,-268.8254153854692,-97.34707933995885,-75.38375204564616,18.207639796803196,36.7480292379345,49.56485810893738,44.481146950901795,78.75606704913255
66.76983233597261,43.69094415359927,-48.55785068096039,-34.59608262108764,169.1786716373185,-49.499770817986644,-8.965389546105342,62.099561189389064,73.62595755816491,-77.23485096121162,-118.52643586556214,-39.90109914584437,-159.01290370383703,-16.29657035424232,187.06402924576858,3.754206656786815,45.41655649544947,-10.199089662077068
108.69339402454226,42.368417535601225,132.42502877782528,25.57675185015013,109.45210282105444,-71.38940922292353,-31.948496800704255,64.90393742553991,66.91882645383745,-39.81558623377645,-77.8906617834231,7.005469558148497,-34.865418748438714,135.2139259518142,30.384377631662968,135.4210033153453,44.70169615954254,-151.32944231155392
-40.16218139611434,-53.82470272021174,64.91786341204784,-157.62681315185878,32.43890181991906,55.36712599315038,-176.39585726490574,-64.86429789383199,1.9681765818785677,-143.39443732260577,-84.42189676326483,94.46991851142691,-73.85102109515235,101.18374599437786,34.93677695750041,55.597230890706534,-218.16061636253824,-46.48317449152504
-86.96493509225098,-171.62734605605226,-91.66918396826499,-47.43687725895006,65.1313038768808,149.68914270187068,-117.32898727654039,-108.51198848584902,3.0566625686252493,8.028601878696882,-116.78911000055189,-17.4196496969436,60.64779525154934,-56.40555544097834,-23.33691579162695,54.14887235662289,8.93784573197545,12.495567650099371
-45.476757784614314,-124.75219870075657,-111.60849368574908,-26.462163944626734,52.16447266714421,-26.76551117110334,78.66986833247654,-39.07026194721975,95.3597837724298,0.7992716472367472,0.9106806725480368,-116.05414201371026,95.4249995997825,-31.50468341399138,60.060073762821176,25.88761722848235,22.714510821358974,-14.498793084883031
-166.6681812617891,-53.176336889362254,12.314789295405905,15.348505222849905,-23.628122188850117,140.26651874313427,-32.63648527338656,15.82287947291788,88.79084616972982,-24.08052141689757,-76.42412887474336,85.56676919434965,38.349973310453315,-59.31150542955138,31.38857830715421,19.41410975200939,31.130864745520057,64.06302869837596
36.773242256732274,-35.17159351664495,-39.30154645785087,1.4661086953027873,-89.1293900840801,74.61855820779361,-2.621514261008376,-0.602753984702745,138.62568934700363,57.09831408731021,219.37889452490276,-11.83702877401154,-53.623915200858576,-84.4254481875842,-161.28561017000442,-76.26057153516696,-4.145993741394014,-47.94687698016597
167.66683996562497,8.181433187711484,79.07130136739285,32.765166042671694,56.67171793636682,-168.84457043152074,27.314586010827252,97.15180532401972,19.89446408570986,117.71306400751055,186.25144179000722,69.09041878048832,9.873777523367973,85.1580837137197,-76.77005948639852,63.76961811728687,13.11538520219914,8.074851632614987
42.58175989826253,9.999518460105877,57.13763247664736,-54.49721862254421,75.32114552530345,-22.717410178381485,84.73803811883096,19.65788614670912,0.7591974875926437,-18.131959806345563,-70.65556372358192,17.917159075869186,-93.30039780489993,105.9458512004027,61.48394655701332,195.8339656795728,98.78553719925002,-57.59329423351318
-85.26027609740673,-20.533928593034936,105.04930127149201,2.381700258546651,53.351672110171435,-101.57332961455312,15.818146155629712,24.261680193699764,-30.23590115325727,49.396142737288585,23.15061238167632,-94.43265956098905,-171.07722681825794,199.62131764092388,14.833360365699352,-101.54482104769254,-128.848522476337,35.42703200988601
118.49606388728675,64.77129484021206,58.71594886490922,-142.89582427202262,27.365967420937178,72.1234032700654,-94.56163941766758,28.603195954002572,-18.485172763491555,72.31748575719573,-211.94682458414295,140.14151487609504,-132.7284653837447,59.327215340056654,97.60165029714766,-62.73166628766249,-88.84935305704978,46.048738445308494
141.66990949499842,71.28187505115726,20.87360800468538,5.323549079524716,81.9213008187324,17.5829491277987,-13.334527869031326,7.578626567584946,164.31469347738624,-7.417545517240857,-87.83759111092017,3.540371279012749,-16.70776215531697,-29.77159069379291,-2.650616858106531,-23.10446094587706,9.331998365999189,-28.83973637158342
194.49652265649172,59.62028752979535,-88.108276091463,-7.593497072448391,52.38630540199379,-9.550609483705067,-54.6206605712621,-59.74541046844267,24.999923634758886,34.13578104812051,49.10442116277957,31.87190270304383,9.756469041822127,17.550062252942155,-27.398174402974366,2.4793790060257264,-33.99197685856945,84.25498442219258
165.29107495076755,24.39946895379822,87.72303185186402,-0.6601494884179102,-47.889042683727375,-184.96845850874269,121.91350157454416,10.891312760930191,-115.36329929128812,45.700491315031826,21.181664280308027,-16.068400017198694,13.91965713447376,60.46028689563942,28.306303864581114,-19.963247276145474,31.686609738170645,84.93933595820758
100.79211542364907,11.876436402228899,119.82707937987351,-27.661095893582225,-7.692293518471477,-48.4367486578241,-30.357464397417857,76.62107763314877,-69.29669915982248,-147.33959469465248,-22.666968940684534,-39.49439949153675,-64.85285480569404,-71.3531951413025,-66.52448912368796,107.73478888699445,-38.254424404811445,7.021681584947382
57.60974045307471,-4.994597625977467,6.840541007392558,-32.300156563613356,-19.27011015506829,-19.174969483309184,-39.13859421674401,-18.48851078598701,73.49139357496678,-42.05861681367216,-112.36109951291942,3.4118890793404715,87.68110134008555,-48.80139990083046,-121.50728150819434,-7.395101953861729,138.4440485150255,-57.48624747608579
20.81980484214412,17.43074459502465,92.41309114081913,-2.4719038454638906,-73.45352883304486,-104.14599334268392,63.86989370163251,32.627501845113926,-22.523533189176668,-67.27014819425663,-44.09218811915715,-30.254704243202777,-73.36221034543802,97.82055200095613,61.12170281402268,-41.6924278699126,101.31787010941721,-44.58312167972727
81.09668680474456,-89.07297949257192,44.76877205566505,29.867009589256853,31.96004388307901,50.5231679670252,99.13870501036766,-38.04064038391213,42.36806292118643,-43.247291754676056,8.761661415886673,26.391481284528204,-60.992395657611596,89.23053688989518,40.529321280640566,70.20725106421582,-18.23563696381396,-72.81122634577007
-27.903071548349534,125.4412194035189,120.95576411451464,-66.90153074760812,-10.177609770398893,-61.239665757057864,89.33379837143957,-64.80207985133619,-70.78266214282078,-65.69483869655947,-29.900364842959604,-60.626312577108294,80.23589000874118,-19.097715726671353,-90.42984680817278,-0.03664513648972623,100.76186447407125,-22.925644895241962
-77.58232903596601,28.36941319930136,73.35602230562132,-217.25741902188736,25.32364232637546,-70.26367778871666,88.530436827241,-87.14861856868364,23.233132341557305,100.9253065709192,-52.14726728986625,-33.29987597029063,78.56552006506006,-20.229545086733346,-48.166773098450534,25.73269610083017,-4.483031819763643,15.636921081542141
112.54956254377615,-44.58789708657627,-156.4819134542255,-9.041445799009823,-27.24962176607085,98.66527316276716,-23.30590005217284,-20.39001516144133,-128.0512684134779,183.4066988096786,92.05294783713416,15.131840126382151,62.82325071606109,64.11617240488881,127.6586729570431,27.450364350419722,57.78712273675721,-77.14463410855825
24.102672729987262,-69.18237254004077,-55.756277779809295,-7.808325799858888,-8.947174520054261,83.06308482769526,20.977673375464263,96.11603014777207,103.59201243360782,52.720703670294114,175.52723539236734,76.07459113477954,63.64994883449827,-27.10605744469789,59.00256531259619,56.12165673451021,-27.613402090797372,-83.6144361332698
80.70437552900998,-104.59209687588344,8.690122053243105,-58.01969206549055,-10.886459535062098,58.55112131230466,76.13329625464195,87.62767661171603,77.17324516960811,48.488639300594805,54.72785250437495,8.935695335259275,156.45824697162516,-95.42514039033453,-61.506769371189584,48.75152474491405,-71.42235119228253,-18.130602740066543
13.048487432382784,-35.240949623253854,-80.84971384963085,-71.94371417710802,99.18648938819517,39.33071911551768,-8.93157825035571,-9.536973223228527,73.43351748696475,-65.83047765483983,27.171999746841998,27.210955674173043,37.95221723105637,39.58700963927103,28.45763024195448,39.310210294829574,-122.66917593384706,-63.43270984039085
-22.544621707383712,-69.03357414882227,6.637936071449429,-55.30483556251492,-44.469206578588405,19.849399114377462,-71.3910930405122,-74.75883668556655,133.06059395239967,29.401422758766152,-43.67978773860846,-11.647067741813517,22.152791395552402,66.60321593719861,22.265436392538085,-40.19747415940437,-116.5141293544176,-5.80785115221051
-145.95057634744813,-24.926396973190815,83.8891199630781,-67.40617367888876,-10.678006860667635,5.9288967263638535,4.1825833177064835,12.18865940069148,-56.224230642038165,-59.03700219407613,62.89620617184097,-70.22014902580156,-47.784193276662045,120.06026978182545,-11.476486398169802,-81.73152705199014,-121.27262532898298,-15.751745979287202
-11.243964535234584,-7.132253178644994,85.26772744720307,68.49897019042567,4.853481530843748,-33.24612651087686,-11.036266584223629,-64.345324150028,-74.02810180904727,-14.855062641495362,-1.9376921722723683,72.8807839121064,-52.666722419390965,-29.79654634199224,-31.99547987619406,-87.37199960534014,-39.4652398084958,72.36012651671058
78.57495313255616,-48.32122535480347,-10.188045086015322,101.61465855400706,-154.35276555444096,-68.29375721464812,-82.05308504479437,18.6163000504334,-38.79140014564951,-98.15645756408185,78.98871666739844,59.31111070356645,-27.773774121811986,45.605153651302786,-22.389640943636202,33.06299968015059,-107.44110994741742,109.3398340139237
-3.958057920330772,-70.52926124111383,-4.201152398769855,66.52331575533586,48.98072315548016,-32.82074567816345,18.222840357079036,88.05131710934606,6.372026152272716,-3.332302004919229,-16.80132940595989,50.13367903120031,-14.763028606735647,-6.086822412017038,13.930566523432809,-5.3146748178406416,-81.9989309353373,-13.417027907083293
49.23559879454411,-80.09822161328609,-72.60520850011949,88.07275866448012,62.21975538292775,-15.645154771540675,49.95675198431035,-14.244265646750788,-33.9229493204273,114.08557580591489,126.84065058099358,32.52711090729276,-13.33261787378914,21.98189633240866,-22.59991093729606,80.57643970586844,-97.6564455322249,-134.76305693230773
21.172742173241684,-47.21109680572412,108.12097062729262,84.382831628135,39.63662510850954,-54.99723467785417,106.56294392408472,-78.62952877022502,25.69940068207456,33.68380897773287,-83.38400339713478,-73.98895519934577,92.45823759553215,-10.052891329718939,-5.148774154889634,31.56404469237009,5.349220482668687,-144.3609290817926
56.92236313248764,-84.31187433680978,-70.83456025893888,82.01506296329298,-56.73530313888091,-69.40336343889119,-62.666705520154004,84.73620021872215,-12.270378183725617,-37.021462067154964,-17.675433283504727,39.96118124378238,59.86586188513696,-59.196462464910034,-74.04430862580784,28.476285238535596,0.5494596643151541,25.168003592924247
-10.129563034176488,-24.886688953283176,-86.15339323370206,-66.35904808746899,-35.61039357119913,-67.85139718970056,-34.73284566568374,11.11674851880047,18.892189115185488,50.507159166411526,-37.90485654497045,61.66535711677801,5.662576522750085,22.074253925452826,-60.04102850356668,6.455996176814126,-78.07331962957589,-1.9965803610686752
-114.52619682356573,-22.71193000414958,-40.18624761127047,-19.425138208565393,-45.777914701280885,-20.7489704708207,41.662334512478935,-26.466190236044092,40.23847953103719,-96.79826146906561,20.07803523005125,14.44010437881066,13.777201130771447,-34.089257275394836,30.034171728822404,-56.823501182532375,-4.06159468304045,9.73232270274798
-84.97747564902276,-61.18929919613961,-53.54714561462857,11.368344534034408,-103.12203404209775,-2.1998562500828025,52.99166498179061,-97.434186851372,49.954277989953766,86.49527106169688,-108.47173938923507,108.67878617488905,-52.78237132345312,-51.042922561773075,86.57415666172228,-66.23984556387892,-52.57495800022992,29.976373177452455
-115.40967053642936,38.75527361401611,38.080559785376494,-77.6930755641912,-67.6474813618901,-41.06706725849943,37.548063550714495,9.096548946106711,-32.244289851998865,83.24698291917379,-86.03484317352672,15.387342277366862,-87.93117637349432,10.589429768813211,-48.758545520185564,-34.86321296016471,10.44948253898002,17.27470163369647
0.7404544332635898,-16.94731252191399,46.585362130632525,-32.60758701368859,128.4571732328633,57.055730035567414,71.56346685079576,65.80191636165044,43.2435181042374,27.771131171085326,-68.04535954079438,55.578286748094094,-72.6475693222537,-65.28275280138921,-37.89347471264312,26.32480276020156,-74.44397547736628,159.1348842367199
104.76492131836471,41.1416098628487,60.14327237986038,19.32886864636228,43.68568831325004,64.62584905288188,117.36853641126358,-66.78967543603204,73.6432151626224,-0.02682046604071131,-58.64859027026898,43.8293065030359,-50.57041655351942,-44.16812151053354,11.240153157602698,-83.76448509410632,-17.53258556363205,93.0311310468133
85.19254676976827,46.01011898721684,78.92922610387727,4.997761607501603,-10.503273178564104,-46.44624949065377,132.57700601839755,-49.80517037050116,-23.559112020644676,-51.639117110389606,-74.36588043777385,34.3943957185646,-72.62039046107333,15.705496165025426,38.519591106732385,10.304077840887922,88.3359019614767,-18.604397205136223
13.814670236181918,-57.09875813207205,70.06632816743155,-31.592610533852614,55.14671939251335,-95.52380096235983,55.979715218794205,-19.430168447452186,-105.51695927812895,2.68121231919392,-63.35648287467696,21.75710493259039,50.18373342051331,25.872996589630528,119.39803982788519,101.56395475703326,168.81799102635063,34.818682187597645
-7.878368076454996,-53.078446962648385,-60.514932470136934,-81.65095114118094,95.69123872465505,117.9741443158077,129.33783471959828,67.30732119897272,12.123323213496803,-15.812658002224435,31.607861914392053,0.9830892962682991,14.871004162606233,-66.34419565698197,21.250013693862456,-5.765136022575595,29.859933630158373,48.747735533281784
