hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,0.0,15.12,0.0,-0.0,-0.0,-0.0,115.92,168.44,695.04,5.14,4.6,0.0,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,0.0,13.39,0.0,-0.0,-0.0,-0.0,115.92,152.52,695.04,5.14,4.56,0.0,73.64
2,7.33,49.15,0.0,1.11,0.0,0.0,0.0,10.75,0.0,-0.0,-0.0,-0.0,115.92,138.43,695.04,5.14,4.5,0.0,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,0.0,8.41,0.0,-0.0,-0.0,-0.0,115.92,127.11,695.04,5.14,4.47,0.0,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,5.14,0.76,0.0,-0.0,-0.0,-0.0,115.92,118.26,695.04,0.0,9.59,0.0,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,5.14,0.35,0.0,-0.0,-0.0,-0.0,110.21,117.46,695.04,0.0,9.56,0.0,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,0.0,5.07,0.0,-0.0,-0.0,-0.0,104.49,117.09,695.04,5.14,4.4,0.0,59.67
7,10.61,41.14,4.53,1.18,0.0,0.0,2.75,0.0,0.0,-0.0,-0.0,-0.0,104.49,111.76,695.04,0.0,9.55,0.0,60.21
8,10.98,40.21,18.81,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-2.27,-0.0,101.44,111.76,695.04,5.14,4.44,0.0,62.73
9,10.97,40.5,32.99,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-13.39,-0.0,107.33,113.8,695.04,0.0,9.62,0.0,66.18
10,10.87,38.81,42.01,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-17.79,-0.0,113.22,125.85,695.04,5.14,4.51,0.0,69.09
11,10.96,37.48,43.85,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-16.25,-0.0,119.11,141.86,695.04,0.0,9.67,0.0,71.22
12,10.81,36.1,38.83,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-6.94,-0.0,125.0,156.48,695.04,5.14,4.56,0.0,73.9
13,10.58,32.48,30.71,1.36,0.0,0.0,0.0,0.0,0.0,-0.27,-0.0,-0.0,130.89,162.73,695.04,0.0,9.71,0.0,74.86
14,10.56,30.06,19.51,1.25,0.0,13.56,0.0,0.0,0.0,-0.0,-0.0,-0.0,131.14,162.73,695.04,5.14,4.57,0.0,74.96
15,11.4,29.08,6.86,1.27,0.0,0.0,5.14,0.0,19.8,-0.0,-0.0,-0.0,131.14,162.73,695.04,0.0,9.7,0.0,73.55
16,12.31,32.39,0.1,1.25,0.0,25.44,0.0,0.0,0.0,-0.0,-0.0,-0.0,125.43,162.73,651.04,5.14,4.53,0.0,71.49
17,12.77,39.8,0.0,1.33,0.0,0.0,5.14,0.0,14.39,-0.0,-0.0,-0.0,125.43,162.73,651.04,0.0,0.0,9.7,73.43
18,12.85,43.9,0.0,1.45,0.0,0.0,5.14,0.0,15.7,-0.0,-0.0,-0.0,119.71,162.73,619.07,0.0,9.76,0.0,79.03
19,12.73,42.93,0.0,1.82,0.0,0.0,5.14,0.0,21.49,-0.0,-0.0,-0.0,114.0,162.73,584.19,0.0,0.0,9.81,84.11
20,12.58,41.18,0.0,1.71,0.0,0.0,5.14,0.0,24.55,-0.0,-0.0,-0.0,108.29,162.73,536.43,0.0,9.83,0.0,85.16
21,12.07,40.62,0.0,1.5,0.0,0.0,5.14,0.0,23.23,-0.0,-0.0,-0.0,102.57,162.73,481.88,0.0,9.8,0.0,82.55
22,11.31,38.79,0.0,1.47,0.0,0.0,5.14,11.68,10.7,-0.0,-0.0,-0.0,96.86,162.73,430.26,0.0,9.76,0.0,79.08
23,10.63,37.86,0.0,1.39,0.0,0.0,5.14,22.59,0.0,-0.0,-0.0,-0.0,91.14,150.44,406.48,0.0,6.85,2.89,77.61
24,6.71,54.07,0.0,1.31,0.0,0.0,5.14,0.0,9.49,-0.0,-0.0,-0.0,85.43,126.66,406.48,0.0,0.0,9.73,76.73
25,6.99,51.97,0.0,1.15,0.0,0.0,5.14,0.0,7.8,-0.0,-0.0,-0.0,79.71,126.66,385.38,0.0,9.69,0.0,73.05
26,7.33,49.15,0.0,1.1,0.0,0.0,5.14,0.0,5.44,-0.0,-0.0,-0.0,74.0,126.66,368.04,0.0,9.64,0.0,68.16
27,7.88,48.61,0.0,1.15,3.23,0.0,5.14,0.0,0.79,-0.0,-0.0,-0.0,68.29,126.66,355.96,0.0,0.0,9.62,66.81
28,8.64,47.79,0.0,1.16,0.0,0.0,5.14,0.0,3.43,-0.0,-0.0,-0.0,62.57,126.66,354.19,0.0,9.62,0.0,66.17
29,9.34,45.27,0.0,1.21,0.0,0.0,5.14,0.0,5.07,-0.0,-0.0,-0.0,56.86,126.66,346.57,0.0,9.62,0.0,66.04
30,10.1,43.29,0.0,1.21,0.0,0.0,5.14,0.0,7.17,-0.0,-0.0,-0.0,51.14,126.66,335.3,0.0,9.62,0.0,66.9
31,10.61,41.14,4.53,1.18,0.0,0.0,5.14,0.0,7.77,-0.0,-0.0,-0.0,45.43,126.66,319.37,0.0,9.66,0.0,70.37
32,10.98,40.21,18.81,1.23,0.0,0.0,3.44,0.0,0.0,-0.0,-0.0,-0.0,39.71,126.66,302.1,0.0,9.71,0.0,74.68
33,10.97,40.5,32.99,1.33,0.0,0.0,0.0,0.0,0.0,-6.2,-0.91,-0.0,35.89,126.66,302.1,0.0,9.75,0.0,78.67
34,10.87,38.81,42.01,1.43,0.0,0.0,0.0,0.0,0.0,-6.2,-6.18,-0.0,41.78,127.48,302.1,0.0,9.78,0.0,80.75
35,10.96,37.48,43.85,1.5,0.0,0.0,0.0,0.0,0.0,-6.2,-5.6,-0.0,47.67,133.04,302.1,0.0,0.0,9.79,81.99
36,10.81,36.1,38.83,1.58,0.0,0.0,0.0,0.0,0.0,-3.77,-0.0,-0.0,53.56,138.08,302.1,5.14,4.67,0.0,83.56
37,10.58,32.48,30.71,1.62,0.0,0.0,5.14,0.0,5.02,-0.0,-0.0,-0.0,57.14,138.08,302.1,0.0,9.83,0.0,85.55
38,10.56,30.06,19.51,1.46,0.06,0.0,5.14,19.6,0.0,-0.0,-0.0,-0.0,51.43,138.08,290.95,0.0,9.84,0.0,86.4
39,11.4,29.08,6.86,1.43,0.0,0.0,0.0,0.0,35.84,-0.0,-0.0,-0.0,45.71,117.45,290.95,0.0,9.82,0.0,84.61
40,12.31,32.39,0.1,1.59,3.06,0.0,0.0,0.0,32.68,-0.0,-0.0,-0.0,45.71,117.45,211.31,0.0,0.0,9.79,82.13
41,12.77,39.8,0.0,1.9,0.0,0.0,5.14,19.62,5.03,-0.0,-0.0,-0.0,45.71,117.45,138.68,0.0,9.82,0.0,84.27
42,12.85,43.9,0.0,2.24,0.0,0.0,5.14,0.0,26.13,-0.0,-0.0,-0.0,40.0,96.8,127.5,0.0,9.88,0.0,90.26
43,12.73,42.93,0.0,2.49,0.0,0.0,5.14,0.0,31.24,-0.0,-0.0,-0.0,34.29,96.8,69.43,0.0,9.93,0.0,94.54
44,12.58,41.18,0.0,2.43,12.86,18.8,5.14,0.0,0.0,-0.0,-0.0,-0.0,28.57,96.8,0.0,0.0,9.91,0.0,92.99
45,12.07,40.62,0.0,2.12,0.0,29.63,5.14,0.0,0.0,-0.0,-0.0,-0.0,22.86,96.8,0.0,0.0,9.87,0.0,89.58
46,11.31,38.79,0.0,1.93,0.0,33.83,0.0,0.0,0.0,-0.0,-0.0,-0.0,17.14,96.8,0.0,0.0,9.83,0.0,85.85
47,10.63,37.86,0.0,1.93,0.0,14.22,0.0,19.62,0.0,-0.0,-0.0,-0.0,17.14,96.8,0.0,0.0,9.82,0.0,84.26
48,6.71,54.07,0.0,1.9,0.0,15.4,5.14,0.0,0.0,-0.0,-0.0,-0.0,17.14,76.15,0.0,0.0,9.8,0.0,83.23
49,6.99,51.97,0.0,1.79,0.0,0.0,0.0,19.08,0.0,-0.0,-0.0,-0.0,11.43,76.15,0.0,0.0,9.77,0.0,79.83
50,7.33,49.15,0.0,1.73,0.0,0.0,0.0,16.56,0.0,-0.0,-0.0,-0.0,11.43,56.06,0.0,0.0,9.71,0.0,74.76
51,7.88,48.61,0.0,1.64,0.0,14.91,0.0,0.0,0.0,-0.0,-0.0,-0.0,11.43,38.63,0.0,0.0,9.69,0.0,73.04
52,8.64,47.79,0.0,1.49,0.0,0.0,0.0,14.13,0.0,-0.0,-0.0,-0.0,11.43,38.63,0.0,0.0,9.68,0.0,72.05
53,9.34,45.27,0.0,1.45,0.0,0.0,5.14,11.04,0.0,-0.0,-0.0,-0.0,11.43,23.76,0.0,0.0,9.68,0.0,72.24
54,10.1,43.29,0.0,1.48,3.15,11.47,5.14,0.0,0.0,-0.0,-0.0,-0.0,5.71,12.14,0.0,0.0,0.0,9.71,74.62
55,10.61,41.14,4.53,1.53,0.0,21.99,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,12.14,0.0,0.0,9.77,0.0,79.8
56,10.98,40.21,18.81,1.67,0.0,0.0,0.0,11.53,0.0,-0.0,-0.0,-0.0,0.0,12.14,0.0,0.0,9.8,0.0,83.21
57,10.97,40.5,32.99,1.71,0.0,0.0,0.0,0.0,0.0,-0.63,-0.0,-0.0,0.0,0.0,0.0,0.0,9.83,0.0,85.53
58,10.87,38.81,42.01,1.88,0.0,0.0,0.0,0.0,0.0,-6.2,-0.97,-0.0,0.6,0.0,0.0,0.0,9.84,0.0,86.4
59,10.96,37.48,43.85,1.99,0.0,0.0,0.0,0.0,0.0,-6.2,-1.47,-0.0,6.49,0.88,0.0,0.0,9.84,0.0,86.6
60,10.81,36.1,38.83,2.01,0.0,0.0,0.0,0.0,0.0,-0.69,-0.0,-0.0,12.38,2.2,0.0,0.0,9.85,0.0,87.06
61,10.58,32.48,30.71,2.0,2.99,4.89,5.14,0.0,0.0,-0.0,-0.0,-0.0,13.04,2.2,0.0,0.0,0.0,9.87,88.8
62,10.56,30.06,19.51,1.85,12.86,10.86,1.45,2.09,0.0,-0.0,-0.0,-0.0,7.33,2.2,0.0,0.0,9.87,0.0,89.24
63,11.4,29.08,6.86,1.71,12.86,25.79,0.0,0.0,0.0,-0.0,-0.0,-0.0,5.71,0.0,0.0,0.0,9.85,0.0,87.7
64,12.31,32.39,0.1,1.72,0.0,38.87,0.0,0.0,0.0,-0.0,-0.0,-0.0,5.71,0.0,0.0,0.0,9.83,0.0,85.39
65,12.77,39.8,0.0,1.9,0.0,33.27,0.0,0.0,0.0,-0.0,-0.0,-0.0,5.71,0.0,0.0,0.0,9.85,0.0,87.74
66,12.85,43.9,0.0,2.21,0.0,35.39,0.0,0.0,0.0,-0.0,-0.0,-0.0,5.71,0.0,0.0,0.0,9.93,0.0,94.35
67,12.73,42.93,0.0,2.57,12.86,26.92,0.0,0.0,0.0,-0.0,-0.0,-0.0,5.71,0.0,0.0,5.14,4.82,-0.0,98.0
68,12.58,41.18,0.0,2.56,12.86,21.66,5.14,0.0,0.0,-0.0,-0.0,-0.0,5.71,0.0,0.0,0.0,9.94,0.0,95.97
