hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,6.17,8.95,0.0,-0.0,-0.0,-0.0,135.5,123.69,734.67,0.65,8.59,0.0,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,6.82,6.57,0.0,-0.0,-0.0,-0.0,128.64,114.27,734.67,0.0,9.2,0.0,73.64
2,7.33,49.15,0.0,1.11,0.0,0.0,6.82,3.93,0.0,-0.0,-0.0,-0.0,121.06,107.36,734.67,0.0,9.14,0.0,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,0.0,8.41,0.0,-0.0,-0.0,-0.0,113.48,103.22,734.67,0.0,9.12,0.0,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,0.0,5.9,0.0,-0.0,-0.0,-0.0,113.48,94.37,734.67,0.0,9.09,0.0,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,5.49,0.0,0.0,-0.0,-0.0,-0.0,113.48,88.16,734.67,0.0,9.07,0.0,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,5.07,0.0,0.0,-0.0,-0.0,-0.0,107.38,88.16,734.67,1.75,7.3,0.0,59.67
7,10.61,41.14,4.09,1.18,0.0,0.0,3.19,0.0,0.0,-0.0,-0.0,-0.0,101.75,88.16,734.67,0.0,9.05,0.0,60.21
8,10.98,40.21,16.99,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-0.45,-0.0,98.2,88.16,734.67,0.0,9.08,0.0,62.73
9,10.97,40.5,29.79,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-10.18,-0.0,104.09,88.56,734.67,0.0,9.12,0.0,66.18
10,10.87,38.81,37.93,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-13.71,-0.0,109.98,97.72,734.67,0.0,0.0,9.15,69.09
11,10.96,37.48,39.59,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-11.99,-0.0,115.87,110.06,734.67,0.0,9.18,0.0,71.22
12,10.81,36.1,35.06,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-3.17,-0.0,121.76,120.84,734.67,0.0,9.21,0.0,73.9
13,10.58,32.48,27.73,1.36,0.0,0.0,0.0,0.0,2.72,-0.0,-0.0,-0.0,127.65,123.69,734.67,6.82,2.39,0.0,74.86
14,10.56,30.06,17.62,1.25,0.0,8.64,6.82,0.0,0.0,-0.0,-0.0,-0.0,127.65,123.69,728.64,0.0,9.22,0.0,74.96
