hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,5.08,10.05,0.0,-0.0,-0.0,-0.0,135.5,170.91,444.24,0.0,9.7,0.0,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,0.0,13.39,0.0,-0.0,-0.0,-0.0,129.86,160.34,444.24,0.0,9.66,0.0,73.64
2,7.33,49.15,0.0,1.11,0.0,0.0,5.08,5.68,0.0,-0.0,-0.0,-0.0,129.86,146.24,444.24,0.0,9.61,0.0,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,5.08,3.33,0.0,-0.0,-0.0,-0.0,124.22,140.27,444.24,0.0,9.58,0.0,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,3.47,2.44,0.0,-0.0,-0.0,-0.0,118.58,136.76,444.24,0.0,9.55,0.0,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,5.08,0.42,0.0,-0.0,-0.0,-0.0,114.73,134.2,444.24,0.0,9.53,0.0,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,0.0,5.07,0.0,-0.0,-0.0,-0.0,109.09,133.76,444.24,0.0,9.51,0.0,59.67
7,10.61,41.14,4.5,1.18,0.0,0.0,2.78,0.0,0.0,-0.0,-0.0,-0.0,109.09,128.42,444.24,0.0,9.52,0.0,60.21
8,10.98,40.21,18.68,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-2.14,106.0,128.42,444.24,5.08,4.47,0.0,62.73
9,10.97,40.5,32.76,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-8.07,-5.09,111.89,128.42,445.51,0.0,9.58,0.0,66.18
10,10.87,38.81,41.72,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-17.5,-0.0,117.78,135.69,448.51,0.0,0.0,9.61,69.09
11,10.96,37.48,43.54,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-15.94,-0.0,123.67,151.43,448.51,0.0,9.64,0.0,71.22
12,10.81,36.1,38.57,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-5.7,-0.97,129.56,165.78,448.51,0.0,9.67,0.0,73.9
13,10.58,32.48,30.5,1.36,0.0,0.0,0.0,0.0,0.0,-0.06,-0.0,-0.0,135.45,170.91,449.08,0.0,9.68,0.0,74.86
14,10.56,30.06,19.38,1.25,0.0,8.62,5.08,0.0,0.0,-0.0,-0.0,-0.0,135.5,170.91,449.08,0.0,9.68,0.0,74.96
