hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,17.15,28.61,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-7.82,41.26,0.0,49.74,0.0,6.82,0.0,28.69
1,17.34,30.77,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-7.82,47.15,0.0,54.35,0.0,0.0,6.85,31.21
2,17.55,32.78,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-6.2,-4.05,-7.82,53.04,0.0,58.96,0.0,6.81,0.0,27.7
3,17.71,34.17,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-7.82,58.93,3.64,63.58,0.0,6.81,0.0,27.99
4,17.63,35.19,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-7.82,64.82,3.64,68.19,6.43,0.38,0.0,28.16
5,17.41,36.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-7.82,70.71,3.64,72.8,0.0,0.0,6.81,28.02
6,17.11,36.35,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-6.2,-11.66,-7.82,76.6,3.64,77.41,0.0,0.0,6.82,29.0
7,16.72,36.27,0.08,1.18,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-7.82,82.49,14.14,82.03,6.43,0.38,0.0,27.78
8,16.02,35.11,2.75,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-9.92,-7.82,88.38,14.14,86.64,0.0,0.0,6.85,31.14
9,14.75,34.29,8.31,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-7.41,-7.82,94.27,23.07,91.25,0.0,0.0,6.92,37.23
10,13.44,33.7,14.8,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-9.25,-7.82,100.16,29.73,95.87,0.0,6.95,0.0,40.06
11,12.18,33.08,19.25,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-8.19,-7.82,106.05,38.06,100.48,0.0,6.99,0.0,43.68
12,10.79,32.71,21.34,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-5.38,-7.82,111.94,45.43,105.09,6.43,0.59,0.0,46.73
13,9.62,31.82,19.09,1.36,0.0,0.0,0.0,0.0,0.0,-6.2,-3.35,-7.82,117.83,50.27,109.7,0.0,0.0,7.0,44.52
14,8.94,28.87,14.75,1.25,0.0,0.0,0.0,0.0,0.0,-6.2,-2.73,-7.82,123.72,53.29,114.32,0.0,0.0,6.91,37.07
15,8.81,27.42,5.99,1.27,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-3.83,129.61,55.74,118.93,0.0,6.87,0.0,33.46
