hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,1.68,13.44,0.0,-0.0,-0.0,-0.0,135.5,116.82,4555.49,0.0,8.88,0.0,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,7.69,0.0,5.69,-0.0,-0.0,-0.0,133.63,102.66,4555.49,0.0,8.84,0.0,73.64
2,7.33,49.15,0.0,1.11,0.0,5.52,0.0,5.23,0.0,-0.0,-0.0,-0.0,125.09,102.66,4542.83,7.69,1.09,0.0,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,3.22,5.19,0.0,-0.0,-0.0,-0.0,125.09,97.15,4542.83,4.47,4.28,0.0,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,5.9,0.0,0.0,-0.0,-0.0,-0.0,121.51,91.69,4542.83,0.0,0.0,8.73,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,5.49,0.0,0.0,-0.0,-0.0,-0.0,114.95,91.69,4542.83,0.0,8.71,0.0,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,5.07,0.0,0.0,-0.0,-0.0,-0.0,108.85,91.69,4542.83,2.62,6.07,0.0,59.67
7,10.61,41.14,3.77,1.18,0.0,3.51,0.0,0.0,0.0,-0.0,-0.0,-0.0,103.21,91.69,4542.83,0.0,8.69,0.0,60.21
8,10.98,40.21,15.66,1.19,0.0,0.0,0.0,0.0,0.0,-5.32,-0.0,-0.0,103.21,91.69,4542.83,0.0,8.72,0.0,62.73
9,10.97,40.5,27.46,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-7.85,-0.0,108.26,91.69,4542.83,7.69,1.07,0.0,66.18
10,10.87,38.81,34.97,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-10.74,-0.0,114.15,98.76,4542.83,7.69,0.0,1.1,69.09
11,10.96,37.48,36.49,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-8.89,-0.0,120.04,108.43,4542.83,7.69,1.12,0.0,71.22
12,10.81,36.1,32.32,1.29,0.0,0.0,0.0,-0.0,0.0,-6.2,-0.43,-0.0,125.93,116.43,4542.83,0.0,8.85,0.0,73.9
13,10.58,32.48,25.56,1.36,0.0,4.88,0.0,0.0,0.0,-0.0,0.0,-0.0,131.82,116.82,4542.83,7.69,1.16,0.0,74.86
14,10.56,30.06,16.24,1.25,0.0,0.0,5.7,-0.0,11.14,-0.0,-0.0,-0.0,131.82,116.82,4542.83,1.99,6.86,0.0,74.96
15,11.4,29.08,5.71,1.27,0.0,26.09,0.0,0.0,0.0,-0.0,-0.0,-0.0,125.49,116.82,4518.08,0.0,8.84,0.0,73.55
16,12.31,32.39,0.08,1.25,0.0,25.46,-0.0,0.0,0.0,-0.0,-0.0,-0.0,125.49,116.82,4518.08,7.69,1.13,0.0,71.49
17,12.77,39.8,0.0,1.33,0.0,19.53,0.0,0.0,0.0,-0.0,0.0,-0.0,125.49,116.82,4518.08,7.69,1.15,0.0,73.43
18,12.85,43.9,0.0,1.45,0.0,0.0,7.69,2.01,11.14,-0.0,-0.0,-0.0,125.49,116.82,4518.08,0.0,0.0,8.9,79.03
19,12.73,42.93,0.0,1.82,0.0,26.63,0.0,0.0,0.0,-0.0,-0.0,-0.0,116.94,114.7,4493.33,7.69,0.0,1.26,84.11
20,12.58,41.18,0.0,1.71,0.0,22.0,7.69,-0.0,0.0,-0.0,-0.0,-0.0,116.94,114.7,4493.33,0.0,8.97,0.0,85.16
21,12.07,40.62,0.0,1.5,12.86,7.82,7.69,-0.0,0.0,-0.0,-0.0,-0.0,108.4,114.7,4493.33,0.0,8.94,0.0,82.55
